State,District,GramPanchayat,AuditDate,FinancialYear,SchemeName,WorkType,AuditedBy,TotalExpenditure,MisappropriationAmount,RecoveryAmount,IssuesFound,IssueType,AuditStatus,BeneficiariesCovered,ManDaysGenerated,WagesPaid,MaterialCost,ComplaintsReceived,ActionTaken
Bihar,Gaya,GP_Gaya_30,14-03-2023,2022-23,PMGSY,Water Tank,SAU Team A,883438.63,146315.74,18954.67,3,Ghost Beneficiary,Under Review,417,2417,511411.93,,2,Warning Issued
Karnataka,Mysore,GP_Mysore_77,10-01-2023,2023-24,NSAP,Water Tank,SAU Team B,651704.67,,62947.29,0,Material Overbilling,Completed,349,2553,107910.78,557771.97,17,
Tamil Nadu,Coimbatore,GP_Coimbatore_77,15-02-2023,2022-23,SBM-G,Toilet Construction,District Audit Unit,201311.38,3293.03,9016.93,6,,ATR Pending,64,742,361333.43,315368.38,3,
Kerala,Thrissur,GP_Thrissur_64,28-08-2024,2022-23,PMGSY,Water Tank,SAU Team B,1289461.66,85715.8,1601.18,3,Fund Diversion,Closed,55,6804,438631.29,654126.16,12,FIR Filed
Bihar,Gaya,GP_Gaya_32,20-07-2023,2024-25,NSAP,School Building,SAU Team B,760355.75,132794.87,69154.21,8,Incomplete Work,ATR Pending,449,2304,223561.21,303655.88,22,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_11,18-02-2024,2021-22,PMAY-G,Pond Desilting,SAU Team A,927555.6,130841.28,39869.72,3,Incomplete Work,Pending Recovery,321,4320,613041.89,631137.36,13,No Action
Karnataka,Bangalore,GP_Bangalore_27,18-08-2022,2024-25,MGNREGA,School Building,District Audit Unit,1952360.45,4524.21,6201.42,11,,ATR Pending,348,3226,451240.64,,15,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_81,10-03-2024,2024-25,PMAY-G,Pond Desilting,District Audit Unit,946709.61,,70702.96,8,Material Overbilling,ATR Pending,230,7471,900908.04,370442.32,7,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_56,04-03-2022,2024-25,NSAP,Toilet Construction,District Audit Unit,1206569.92,43322.51,74109.55,7,Incomplete Work,Closed,314,1996,113895.35,689317.73,10,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_72,27-10-2022,2021-22,MGNREGA,School Building,District Audit Unit,1537968.18,145405.75,76338.96,10,,Pending Recovery,123,2744,764084.03,441587.98,22,Warning Issued
Kerala,Thrissur,GP_Thrissur_42,01-07-2024,2024-25,PMGSY,Water Tank,SAU Team B,918644.44,147083.69,46588.94,3,,ATR Pending,302,6366,112343.53,785218.83,0,Warning Issued
Andhra Pradesh,Vizag,GP_Vizag_7,04-04-2024,2024-25,NSAP,Water Tank,SAU Team A,1837023.27,125863.72,53741.44,7,Incomplete Work,ATR Pending,242,7594,746924.29,,14,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_7,03-08-2024,2022-23,SBM-G,Pond Desilting,SAU Team B,863828.44,79549.91,40845.58,7,No Muster Roll,ATR Pending,22,6996,485749.8,310769.5,14,Recovery Initiated
Kerala,Ernakulam,GP_Ernakulam_59,12-06-2023,2023-24,PMAY-G,School Building,District Audit Unit,1907697.58,66000.95,,7,Ghost Beneficiary,Under Review,159,6640,492849.39,59100.02,18,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_17,23-11-2023,2024-25,NSAP,Pond Desilting,SAU Team B,1434557.23,87185.45,44127,6,,Pending Recovery,319,2670,366482.21,796966.63,24,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_44,03-04-2023,2021-22,NSAP,Toilet Construction,SAU Team B,1414111.72,78477.46,26427.61,5,Material Overbilling,Under Review,367,6730,65824.81,66573.41,8,Suspended Official
Maharashtra,Pune,GP_Pune_80,11-07-2023,2022-23,MGNREGA,Road Construction,SAU Team B,1993078.48,14655.48,2248.13,6,,Closed,322,2887,698712.71,522493.46,12,Suspended Official
Maharashtra,Pune,GP_Pune_17,27-08-2022,2022-23,SBM-G,Pond Desilting,District Audit Unit,337337.89,76577.26,,1,Fund Diversion,Pending Recovery,121,5827,231347.6,428199.13,21,No Action
Rajasthan,Udaipur,GP_Udaipur_75,21-05-2022,2024-25,SBM-G,Pond Desilting,SAU Team B,1116486.77,17825.87,34705.72,0,Incomplete Work,Closed,482,2127,294101.11,374087.46,8,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_11,05-07-2024,2022-23,SBM-G,School Building,District Audit Unit,815781.64,104291.84,3215.9,9,Fund Diversion,Under Review,436,948,512193.21,57330.62,8,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_25,06-01-2024,2021-22,MGNREGA,School Building,SAU Team A,1584000.55,23674.05,28877.55,5,,ATR Pending,223,102,443833.72,539384.88,7,FIR Filed
Uttar Pradesh,Kanpur,GP_Kanpur_75,02-01-2023,2024-25,NSAP,Road Construction,SAU Team B,328968.33,,24595.97,10,No Muster Roll,ATR Pending,443,4310,163498.01,508203.46,12,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_26,07-09-2024,2022-23,SBM-G,Toilet Construction,District Audit Unit,684539.68,28025.17,44769.2,2,Fund Diversion,Pending Recovery,180,1615,648174.23,507404.32,24,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_81,13-12-2023,2023-24,MGNREGA,Road Construction,SAU Team A,1864431.3,110727.26,67013.65,1,Fund Diversion,ATR Pending,488,786,597934.25,368541.32,22,FIR Filed
Rajasthan,Jaipur,GP_Jaipur_51,03-04-2023,2023-24,PMGSY,Water Tank,SAU Team A,764170.3,77914.46,66590.83,1,Ghost Beneficiary,Closed,86,684,672646.31,86303.91,18,Warning Issued
Andhra Pradesh,Vizag,GP_Vizag_49,08-08-2022,2024-25,PMGSY,Pond Desilting,District Audit Unit,1180652.46,15283.6,3834.01,10,Fund Diversion,ATR Pending,428,4443,124970.27,760677.44,14,FIR Filed
Rajasthan,Jaipur,GP_Jaipur_73,09-02-2023,2024-25,NSAP,Road Construction,District Audit Unit,1046044.46,17590.77,33387.23,4,Fund Diversion,Under Review,97,3834,905159.15,,5,No Action
Rajasthan,Jaipur,GP_Jaipur_62,11-12-2022,2023-24,MGNREGA,Water Tank,SAU Team B,1736738.25,18418.49,32573.2,3,No Muster Roll,Completed,221,7296,641367.41,,8,Warning Issued
Maharashtra,Pune,GP_Pune_14,30-04-2023,2024-25,NSAP,Pond Desilting,SAU Team B,369859.93,117025.13,,0,Incomplete Work,Under Review,477,1766,751045.55,156269.83,7,No Action
Rajasthan,Jaipur,GP_Jaipur_98,13-02-2022,2021-22,MGNREGA,Pond Desilting,SAU Team A,973460.52,79011.82,41678.76,3,Wage Delay,Pending Recovery,206,3216,62471.96,769857.87,24,Recovery Initiated
Bihar,Patna,GP_Patna_7,03-09-2022,2022-23,MGNREGA,Water Tank,District Audit Unit,1743502.03,141069.53,17423.28,0,Incomplete Work,Completed,470,1841,375606.55,108437.61,5,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_82,28-02-2023,2021-22,PMAY-G,Toilet Construction,District Audit Unit,460731.86,70162.18,24186.14,8,No Muster Roll,Pending Recovery,181,1611,398750.15,54419.67,18,
Andhra Pradesh,Vijayawada,GP_Vijayawada_25,12-05-2022,2021-22,PMGSY,Road Construction,District Audit Unit,1128019.19,32711.52,44439.49,3,No Muster Roll,Closed,50,5468,615162.57,513596.27,18,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_17,10-03-2022,2023-24,PMGSY,Water Tank,District Audit Unit,1037424.27,132397.31,37925.14,3,Wage Delay,Closed,248,3044,763374.02,386421.28,3,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_73,17-09-2022,2023-24,MGNREGA,Pond Desilting,District Audit Unit,182455.34,,69628.71,8,Material Overbilling,ATR Pending,236,7065,718497.7,210208.09,9,No Action
Maharashtra,Mumbai,GP_Mumbai_68,02-05-2024,2021-22,MGNREGA,School Building,SAU Team B,142427.23,84726.77,38431.77,5,Incomplete Work,ATR Pending,92,4922,551454.07,723932.82,9,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_47,19-02-2023,2021-22,PMAY-G,Toilet Construction,District Audit Unit,1284406.37,99292.44,,2,Material Overbilling,Under Review,232,1853,617207.85,159701.03,3,FIR Filed
Tamil Nadu,Coimbatore,GP_Coimbatore_67,08-10-2022,2022-23,MGNREGA,Water Tank,SAU Team A,1867060.16,114231.23,21140.79,10,No Muster Roll,ATR Pending,282,7009,686287.27,300544.3,22,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_15,08-06-2022,2021-22,SBM-G,Road Construction,District Audit Unit,1144183.5,9790.5,42672.59,10,Incomplete Work,Under Review,121,4281,696457.36,599404.2,18,
Kerala,Ernakulam,GP_Ernakulam_37,01-07-2023,2024-25,PMAY-G,Road Construction,SAU Team B,433782.91,140540.6,75039.37,3,Fund Diversion,Completed,405,3429,80566.81,289565.52,8,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_9,24-06-2023,2024-25,PMAY-G,Pond Desilting,SAU Team B,1308373.19,100422.11,70832.59,11,No Muster Roll,Closed,311,7047,134079.53,86684.77,12,Warning Issued
Andhra Pradesh,Vizag,GP_Vizag_57,30-01-2022,2021-22,NSAP,Water Tank,SAU Team B,631842,90478.32,42007.03,4,Wage Delay,Under Review,39,3632,114039.36,89644.02,16,Suspended Official
Maharashtra,Pune,GP_Pune_32,02-05-2022,2023-24,MGNREGA,Toilet Construction,District Audit Unit,1347743.35,71922.09,66632.14,3,No Muster Roll,Under Review,179,2341,155043.78,582795.43,11,Warning Issued
Kerala,Thrissur,GP_Thrissur_93,29-08-2023,2021-22,NSAP,Pond Desilting,SAU Team A,139788.06,123630.44,32030.45,10,Wage Delay,Pending Recovery,362,5695,948935.95,549135.17,1,Recovery Initiated
Uttar Pradesh,Lucknow,GP_Lucknow_3,19-05-2023,2024-25,PMAY-G,Water Tank,SAU Team B,1170420.28,17965.04,33036.23,3,Ghost Beneficiary,Closed,320,613,135055.98,31719.73,23,Suspended Official
Kerala,Thrissur,GP_Thrissur_4,07-05-2023,2022-23,MGNREGA,Water Tank,District Audit Unit,1215701.87,33417.74,32358.42,10,Ghost Beneficiary,Completed,283,1035,159300.45,,16,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_14,26-07-2022,2021-22,PMGSY,Pond Desilting,SAU Team B,1787557.63,65607.49,36641.91,6,Incomplete Work,Under Review,226,3783,618568.58,532045.89,7,Recovery Initiated
Maharashtra,Pune,GP_Pune_64,02-02-2024,2022-23,SBM-G,Toilet Construction,District Audit Unit,1319825,34964.11,64157.12,0,No Muster Roll,Completed,275,1326,583818.09,486497.32,24,No Action
Rajasthan,Jaipur,GP_Jaipur_60,04-07-2024,2023-24,PMAY-G,Road Construction,SAU Team B,147125.36,,46748.11,3,Fund Diversion,ATR Pending,412,7847,256475.61,480816.9,2,Recovery Initiated
Kerala,Thrissur,GP_Thrissur_63,04-04-2024,2022-23,PMAY-G,Road Construction,District Audit Unit,211333.41,105657.91,22874.2,0,Ghost Beneficiary,Closed,199,3734,727744.84,450614.39,13,Warning Issued
Maharashtra,Pune,GP_Pune_15,29-06-2024,2021-22,MGNREGA,Pond Desilting,District Audit Unit,951998.45,123199.42,51078.23,5,Ghost Beneficiary,Closed,236,1394,210897.91,31582.41,9,No Action
Karnataka,Bangalore,GP_Bangalore_47,30-03-2024,2024-25,NSAP,Water Tank,District Audit Unit,1521219.38,114524.86,53230.22,7,Wage Delay,Completed,119,5699,65609.24,403371.47,23,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_23,08-08-2022,2021-22,PMAY-G,Pond Desilting,District Audit Unit,807879.2,56338.33,34620.07,5,Incomplete Work,ATR Pending,149,6560,644957.2,362441.13,7,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_13,09-09-2024,2022-23,SBM-G,Water Tank,District Audit Unit,572297.6,4737.15,48778.51,10,Incomplete Work,Pending Recovery,104,4144,769591.74,170146.11,13,Suspended Official
Kerala,Thrissur,GP_Thrissur_53,12-12-2023,2024-25,SBM-G,Road Construction,SAU Team A,1783912.11,16694.35,573.96,6,Fund Diversion,Under Review,141,3616,308365.4,323209.82,6,Recovery Initiated
Maharashtra,Mumbai,GP_Mumbai_27,08-02-2024,2024-25,MGNREGA,Road Construction,District Audit Unit,1514737.13,12745.48,16133.71,5,Ghost Beneficiary,Under Review,56,2890,910581.68,134386.55,18,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_19,29-06-2022,2021-22,PMGSY,Road Construction,SAU Team A,1578094.69,22965.38,28166.12,5,Fund Diversion,Pending Recovery,364,3443,968168.8,736532.71,0,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_23,18-12-2023,2021-22,SBM-G,School Building,SAU Team A,312704.87,,65969.26,9,Fund Diversion,Completed,246,3418,776830.1,272821.38,4,Suspended Official
Bihar,Gaya,GP_Gaya_56,30-08-2024,2021-22,SBM-G,Toilet Construction,SAU Team A,144673.33,146200.78,15440.97,0,Material Overbilling,Under Review,160,1108,913082,316185.04,8,FIR Filed
Bihar,Gaya,GP_Gaya_47,20-07-2024,2022-23,PMAY-G,Road Construction,SAU Team B,668876.05,65440.33,5263.22,5,Wage Delay,Closed,237,3783,609603.02,365059.02,6,Suspended Official
Karnataka,Bangalore,GP_Bangalore_41,21-06-2024,2024-25,PMAY-G,School Building,SAU Team B,1908675.99,60227.44,44024.19,1,Ghost Beneficiary,Pending Recovery,144,620,775138,522395.68,20,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_86,28-03-2022,2024-25,NSAP,Water Tank,SAU Team B,98779.55,58700.48,8532.41,1,Wage Delay,ATR Pending,360,2068,623302.81,769598.28,3,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_30,19-05-2023,2023-24,PMGSY,Road Construction,SAU Team B,116868.77,76520.78,39512.48,9,Fund Diversion,ATR Pending,208,2425,859750.2,744452.3,11,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_8,15-06-2024,2023-24,SBM-G,Toilet Construction,SAU Team A,1320403.85,16124.8,,1,,Closed,217,5235,267005.92,473309.54,24,
Kerala,Ernakulam,GP_Ernakulam_37,22-01-2024,2021-22,SBM-G,Pond Desilting,District Audit Unit,636856.94,,10482.98,7,Ghost Beneficiary,Closed,167,2003,491250.11,219001.71,8,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_38,05-05-2024,2021-22,MGNREGA,Water Tank,SAU Team A,1869614.94,131113.01,71857.69,9,No Muster Roll,Under Review,412,2634,207162.39,307136.72,13,No Action
Karnataka,Bangalore,GP_Bangalore_9,22-04-2022,2022-23,PMAY-G,Toilet Construction,SAU Team B,907328.68,121438.09,3187.13,8,Incomplete Work,Pending Recovery,134,7984,660842.94,126288.18,22,FIR Filed
Maharashtra,Pune,GP_Pune_77,08-03-2024,2021-22,PMAY-G,Road Construction,SAU Team A,1518238.63,5081.32,3552.2,2,Ghost Beneficiary,Closed,131,7971,371280.46,,0,No Action
Karnataka,Bangalore,GP_Bangalore_76,30-06-2022,2024-25,PMGSY,Road Construction,SAU Team A,1938948.33,4936.13,60979.74,6,Incomplete Work,Pending Recovery,31,2720,571970.37,,24,Warning Issued
Maharashtra,Pune,GP_Pune_98,26-05-2022,2022-23,PMGSY,Road Construction,SAU Team A,116244.08,36314.84,43439.07,0,Ghost Beneficiary,Closed,180,4458,171958.53,53976.45,3,Recovery Initiated
Andhra Pradesh,Vijayawada,GP_Vijayawada_53,01-05-2024,2021-22,MGNREGA,Pond Desilting,SAU Team B,1476140.24,18126.07,12228.02,5,No Muster Roll,Closed,11,3580,515087.4,788671.28,20,Warning Issued
Tamil Nadu,Chennai,GP_Chennai_92,13-02-2022,2021-22,PMAY-G,Water Tank,SAU Team A,950522.74,77542.62,39851.87,5,Wage Delay,Closed,318,2169,646782.4,484013.04,20,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_4,03-10-2022,2021-22,PMAY-G,Pond Desilting,SAU Team A,951855.91,143123.35,24216.85,7,Fund Diversion,ATR Pending,47,819,971067.11,542372.63,10,Warning Issued
Rajasthan,Jaipur,GP_Jaipur_31,16-12-2022,2024-25,PMAY-G,Road Construction,SAU Team B,820745.49,62209.9,21226.13,10,Ghost Beneficiary,Completed,252,2804,242156.42,314143.64,1,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_3,21-09-2022,2021-22,MGNREGA,Road Construction,SAU Team B,1920790.72,7323.31,33547.76,11,No Muster Roll,Closed,32,6684,228875.71,605609.87,6,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_4,07-06-2023,2023-24,MGNREGA,School Building,SAU Team B,332924.42,140411.03,,3,Material Overbilling,ATR Pending,482,5240,742737.34,161618.23,16,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_63,20-06-2022,2023-24,PMGSY,Road Construction,SAU Team B,675718.73,145887.45,30430.31,1,,Completed,336,4352,974498.53,353805.7,19,FIR Filed
Bihar,Gaya,GP_Gaya_8,11-12-2022,2022-23,SBM-G,Road Construction,District Audit Unit,1689079.05,30290.72,3966.8,0,Material Overbilling,Pending Recovery,380,7988,695959.55,91200.61,21,FIR Filed
Bihar,Gaya,GP_Gaya_44,03-01-2024,2021-22,MGNREGA,Road Construction,SAU Team A,215220.93,4585.26,,6,Ghost Beneficiary,Under Review,148,537,133614.84,535657.5,3,
Uttar Pradesh,Kanpur,GP_Kanpur_17,16-06-2023,2024-25,NSAP,Pond Desilting,SAU Team B,1072941.88,7898.36,61932.54,11,Incomplete Work,Pending Recovery,110,6176,324774.81,516478.3,13,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_26,22-08-2024,2021-22,NSAP,Road Construction,SAU Team B,1704716.2,45054.48,72794.38,11,Ghost Beneficiary,Pending Recovery,138,3338,691475.01,607112.12,2,Warning Issued
Rajasthan,Udaipur,GP_Udaipur_10,15-10-2023,2022-23,SBM-G,Water Tank,SAU Team A,949732.32,96991.09,76939.63,10,No Muster Roll,ATR Pending,107,507,105821.36,723146.38,19,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_90,10-01-2022,2022-23,NSAP,Road Construction,District Audit Unit,769314.23,118794.75,53487.07,10,Incomplete Work,Completed,96,5082,157353.29,762732,11,Recovery Initiated
Maharashtra,Mumbai,GP_Mumbai_83,22-11-2022,2021-22,PMAY-G,Road Construction,SAU Team A,542262.8,131144.56,31379.85,2,,Closed,494,2441,354025.02,617830.27,6,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_19,27-07-2023,2023-24,PMAY-G,Water Tank,District Audit Unit,784869.17,24369.03,57155.88,7,Material Overbilling,Pending Recovery,238,736,405357.32,497443.59,4,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_30,11-07-2024,2021-22,NSAP,School Building,SAU Team B,78994.5,,3356.01,8,Ghost Beneficiary,Completed,21,1897,238831.6,434676.21,3,No Action
Kerala,Ernakulam,GP_Ernakulam_7,04-09-2023,2022-23,SBM-G,Pond Desilting,SAU Team A,870644.61,11080.56,74126.31,4,Ghost Beneficiary,Completed,370,7432,255812.72,,3,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_22,23-07-2024,2022-23,PMGSY,Pond Desilting,SAU Team B,693718.01,148325.64,68714.03,4,Ghost Beneficiary,Under Review,347,1819,125969.33,195520.48,6,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_47,06-01-2022,2024-25,MGNREGA,School Building,District Audit Unit,614988.32,83963.77,42561.08,4,Ghost Beneficiary,Under Review,360,1319,916396.02,502244.05,21,No Action
Maharashtra,Mumbai,GP_Mumbai_48,18-02-2023,2024-25,PMAY-G,Toilet Construction,District Audit Unit,117282.56,108990.71,72312.16,8,Ghost Beneficiary,Closed,189,7851,745110.54,143495.28,19,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_79,05-03-2023,2023-24,SBM-G,Pond Desilting,SAU Team A,1457292.36,132507.97,67396.17,4,No Muster Roll,Pending Recovery,64,4322,564383.63,91775.48,1,Suspended Official
Kerala,Thrissur,GP_Thrissur_67,28-04-2023,2022-23,PMGSY,Toilet Construction,SAU Team A,549170.66,53005.42,32290.84,1,Material Overbilling,Closed,203,3132,451673.98,417991.19,2,No Action
Karnataka,Mysore,GP_Mysore_54,11-12-2023,2022-23,SBM-G,Road Construction,SAU Team A,1577934.23,85840.17,30998.39,4,Incomplete Work,Under Review,383,5848,675904.43,604855.05,14,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_21,03-01-2024,2024-25,SBM-G,Toilet Construction,SAU Team A,826402.14,84781.77,51251.11,9,Material Overbilling,Closed,42,2022,524517.02,112371.78,21,
Andhra Pradesh,Vijayawada,GP_Vijayawada_21,20-10-2022,2024-25,SBM-G,Water Tank,District Audit Unit,1448663.87,42647.95,25105.5,0,,Pending Recovery,315,7034,77370.59,320952.17,11,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_37,13-02-2023,2022-23,MGNREGA,Water Tank,SAU Team A,1930559.05,70695.66,53202.54,11,Material Overbilling,Under Review,450,3232,199460.99,142374.7,14,FIR Filed
Karnataka,Bangalore,GP_Bangalore_59,14-01-2022,2023-24,PMAY-G,Pond Desilting,District Audit Unit,998570.89,125361.34,9459.05,1,,Pending Recovery,99,1568,674622.99,,8,FIR Filed
Bihar,Patna,GP_Patna_40,04-11-2023,2022-23,MGNREGA,Toilet Construction,District Audit Unit,764340.62,42838.15,35498.83,10,No Muster Roll,Under Review,369,523,407842.55,195005.59,4,FIR Filed
Karnataka,Bangalore,GP_Bangalore_68,05-06-2022,2021-22,PMAY-G,Toilet Construction,District Audit Unit,1064038.12,38478.06,39687.77,1,Material Overbilling,Under Review,94,2498,234245.96,655773.86,15,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_76,01-09-2022,2023-24,PMAY-G,Pond Desilting,SAU Team B,377411.23,85175.81,60146.7,0,Fund Diversion,ATR Pending,294,4404,823479.37,737004.02,13,FIR Filed
Andhra Pradesh,Vijayawada,GP_Vijayawada_38,22-12-2023,2023-24,PMAY-G,School Building,SAU Team A,493607.24,52133.75,73469.47,0,Fund Diversion,Completed,102,5723,125349.33,290253.24,5,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_45,20-01-2024,2024-25,NSAP,Water Tank,District Audit Unit,1321516.76,47552.09,2747.47,11,Material Overbilling,Pending Recovery,315,788,732244.94,637221.04,11,Recovery Initiated
Maharashtra,Mumbai,GP_Mumbai_32,13-06-2022,2024-25,SBM-G,School Building,District Audit Unit,558084.13,,3074.31,5,Incomplete Work,Under Review,209,2795,111623.15,453278.78,22,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_23,21-12-2023,2024-25,SBM-G,Road Construction,SAU Team A,574018.57,34213.33,41113.7,3,Incomplete Work,Closed,118,713,106206.47,687475.67,12,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_76,05-02-2024,2023-24,MGNREGA,Pond Desilting,SAU Team B,1825175.38,60140.81,6202.51,8,Wage Delay,ATR Pending,284,5796,942773.23,262171.11,21,
Uttar Pradesh,Kanpur,GP_Kanpur_63,01-01-2023,2021-22,MGNREGA,Road Construction,SAU Team A,1203618.68,120984.39,47365.14,11,Incomplete Work,ATR Pending,469,2593,499515.93,45423.95,18,Warning Issued
Karnataka,Mysore,GP_Mysore_36,17-09-2022,2022-23,PMAY-G,Toilet Construction,SAU Team A,1509739.48,80137.26,12996.04,8,,Under Review,461,3602,162206.64,426361.07,7,Recovery Initiated
Bihar,Gaya,GP_Gaya_60,27-07-2023,2021-22,PMGSY,Toilet Construction,District Audit Unit,1775504.54,96137.52,21228.09,3,Fund Diversion,Closed,32,7580,168806.58,646502.36,24,FIR Filed
Maharashtra,Pune,GP_Pune_18,15-06-2022,2021-22,SBM-G,Toilet Construction,SAU Team A,1981018,25693.58,9145.77,1,Incomplete Work,ATR Pending,183,6972,112263.82,252927.19,7,
Bihar,Patna,GP_Patna_51,05-06-2022,2022-23,MGNREGA,Water Tank,SAU Team B,810061.87,4248.65,48670.74,3,Fund Diversion,Closed,401,5891,622820.82,565035.49,5,Warning Issued
Kerala,Thrissur,GP_Thrissur_53,02-01-2022,2023-24,PMAY-G,Water Tank,District Audit Unit,224746.76,134434.06,29976.35,0,Ghost Beneficiary,Under Review,366,6242,682481.53,80816.6,17,Suspended Official
Karnataka,Bangalore,GP_Bangalore_46,04-05-2022,2023-24,SBM-G,Pond Desilting,SAU Team A,638586.28,111390.2,48485.18,8,No Muster Roll,Closed,265,1918,982909.15,609922.12,5,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_81,05-08-2022,2023-24,SBM-G,Water Tank,District Audit Unit,1352547.47,29490.12,5532.23,7,No Muster Roll,Under Review,78,1506,968310.91,624485.68,4,FIR Filed
